strain	date	accession	country	region
A/Georgia/12/2019	2019-02-15	MN246794	USA	N
A/Georgia/13/2015	2015-10-09	KU591751	USA	N
A/Georgia/14/2017	2017-09-15	CY247110	USA	N
A/Georgia/15/2019	2019-02-28	MN246810	USA	N
A/Georgia/16/2019	2019-03-07	MN246826	USA	N
A/Georgia/17/2018	2018-02-21	MH246359	USA	N
A/Georgia/19/2017	2017-10-11	MG974330	USA	N
A/Georgia/19/2018	2018-03-08	MH358606	USA	N
A/Georgia/20/2017	2017-10-16	MG974338	USA	N
A/Georgia/21/2019	2019-03-20	MN084440	USA	N
A/Georgia/22/2018	2018-03-11	MH358614	USA	N
A/Georgia/22/2019	2019-03-22	MN084448	USA	N
A/Georgia/23/2016	2016-02-18	KX916252	USA	N
A/Georgia/23/2018	2018-03-19	MH358622	USA	N
A/Georgia/24/2018	2018-03-21	MH358630	USA	N
A/Georgia/25/2018	2018-11-29	MK474885	USA	N
A/Georgia/25/2019	2019-04-02	MN319105	USA	N
A/Georgia/26/2017	2017-11-28	MG974386	USA	N
A/Georgia/26/2018	2018-11-30	MK474745	USA	N
A/Georgia/26/2019	2019-04-05	MN319113	USA	N
A/Georgia/27/2016	2016-02-24	KX916260	USA	N
A/Georgia/27/2017	2017-12-01	MG974394	USA	N
A/Georgia/29/2017	2017-12-05	MG974402	USA	N
A/Georgia/29/2019	2019-04-16	MN319121	USA	N
A/Georgia/30/2017	2017-12-13	MG974410	USA	N
A/Georgia/32/2018	2018-12-21	MK744275	USA	N
A/Georgia/33/2017	2017-12-26	MH082215	USA	N
A/Georgia/34/2017	2017-12-30	MH082220	USA	N
A/Georgia/35/2018	2018-12-27	MN001192	USA	N
A/Georgia/37/2016	2016-02-22	KX413278	USA	N
A/Georgia/37/2018	2018-11-05	MK676952	USA	N
A/Georgia/38/2018	2018-11-06	MK676963	USA	N
A/Georgia/39/2018	2018-11-21	MK676971	USA	N
A/Georgia/40/2016	2016-03-06	KX413286	USA	N
A/Georgia/40/2018	2018-11-26	MK676979	USA	N
A/Georgia/41/2018	2018-12-06	MK676987	USA	N
A/Georgia/42/2019	2019-10-31	MT168829	USA	N
A/Georgia/4269/2015	2015-01-05	CY193522	USA	N
A/Georgia/4270/2015	2015-01-06	CY193523	USA	N
A/Georgia/44/2018	2018-12-28	MK677011	USA	N
A/Georgia/44/2019	2019-11-13	MT168619	USA	N
A/Georgia/4411/2015	2015-01-02	CY193664	USA	N
A/Georgia/4412/2015	2015-01-02	CY193665	USA	N
A/Georgia/4417/2015	2015-01-07	CY193670	USA	N
A/Georgia/4418/2015	2015-01-08	CY193671	USA	N
A/Georgia/4419/2015	2015-01-12	CY193672	USA	N
A/Georgia/45/2016	2016-03-06	KX413294	USA	N
A/Georgia/4513/2015	2015-01-13	CY193766	USA	N
A/Georgia/4515/2015	2015-01-16	CY193768	USA	N
A/Georgia/4516/2015	2015-02-02	CY193769	USA	N
A/Georgia/46/2016	2016-03-20	KX916268	USA	N
A/Georgia/4627/2015	2015-01-22	CY193880	USA	N
A/Georgia/4629/2015	2015-01-21	CY193882	USA	N
A/Georgia/481/2015	2015-03-06	KT252564	Georgia	N
A/Georgia/52/2016	2016-04-17	KX916300	USA	N
A/Georgia/532/2015	2015-03-09	KT252566	Georgia	N
A/Georgia/54/2016	2016-04-18	KX916556	USA	N
A/Georgia/57/2016	2016-05-24	KX916404	USA	N
A/Georgia/5761/2017	2017-01-23	CY243873	USA	N
A/Georgia/58/2016	2016-07-05	KX916508	USA	N
A/Georgia/580/2015	2015-03-18	KT252568	Georgia	N
A/Georgia/5883/2017	2017-01-30	CY243995	USA	N
A/Georgia/59/2016	2016-10-02	CY210751	USA	N
A/Georgia/5929/2017	2017-02-01	CY244041	USA	N
A/Georgia/5976/2017	2017-01-31	CY244088	USA	N
A/Georgia/5977/2017	2017-02-02	CY244089	USA	N
A/Georgia/6048/2017	2017-02-21	CY244160	USA	N
A/Georgia/61/2016	2016-10-07	CY210743	USA	N
A/Georgia/6103/2017	2017-02-21	CY244215	USA	N
A/Georgia/6104/2017	2017-02-28	CY244216	USA	N
A/Georgia/6367/2017	2017-10-18	MH294714	USA	N
A/Georgia/6395/2017	2017-11-21	MH294742	USA	N
A/Georgia/64/2016	2016-12-24	CY214522	USA	N
A/Georgia/6468/2017	2017-12-18	MH294834	USA	N
A/Georgia/65/2016	2016-12-29	CY214530	USA	N
A/Georgia/6535/2018	2018-01-04	MH294901	USA	N
A/Georgia/6681/2018	2018-01-10	MH779029	USA	N
A/Georgia/6783/2018	2018-01-22	MH885197	USA	N
A/Georgia/6784/2018	2018-01-24	MH885198	USA	N
A/Georgia/68828/2018	2018-01-08	MH701580	USA	N
A/Georgia/68831/2018	2018-01-09	MH701588	USA	N
A/Georgia/7021/2018	2018-01-31	MK382009	USA	N
A/Georgia/7022/2018	2018-01-10	MK382010	USA	N
A/Georgia/7981/2019	2019-01-19	MK742947	USA	N
A/Georgia/8132/2019	2019-01-28	MK763608	USA	N
A/Georgia/8256/2019	2019-01-28	MK785775	USA	N
A/Georgia/8592/2019	2019-02-06	MK868695	USA	N
A/Georgia/8593/2019	2019-02-06	MK869163	USA	N
A/Georgia/8748/2019	2019-03-13	MK912638	USA	N
A/Georgia/9040/2019	2019-03-12	MN169464	USA	N
A/Georgia/9041/2019	2019-03-18	MN169472	USA	N
A/Georgia/9341/2019	2019-03-21	MK960452	USA	N
A/Georgia/9480/2019	2019-04-02	MN074298	USA	N
A/Georgia/NHRC_68217/2015	2015-01-28	KT374338	USA	N
A/Georgia/NHRC_68549/2016	2016-09-13	MF182497	USA	N
A/Georgia/NHRC_68641/2017	2017-01-12	MF182498	USA	N
A/Georgia/NHRC_68645/2017	2017-01-17	MF182499	USA	N
A/Georgia/NHRC_68650/2017	2017-01-24	MF182500	USA	N
A/Georgia/NHRC_68658/2017	2017-02-02	MF182501	USA	N
A/Germany/6943/2018	2018-01-04	MK381475	Germany	N
A/Germany/7025/2018	2018-01-11	MK382013	Germany	N
A/Germany/7133/2018	2018-01-22	MK400729	Germany	N
A/Germany/7135/2018	2018-02-12	MK400731	Germany	N
A/Germany/7137/2018	2018-02-08	MK400733	Germany	N
A/Germany/7218/2018	2018-01-19	MK401384	Germany	N
A/Germany/7220/2018	2018-02-21	MK401386	Germany	N
A/Germany/7344/2018	2018-03-08	MK502456	Germany	N
A/Germany/7345/2018	2018-03-13	MK502464	Germany	N
A/Germany/7354/2018	2018-03-14	MK502520	Germany	N
A/Germany/7356/2018	2018-04-05	MK502196	Germany	N
A/Germany/7360/2018	2018-03-29	MK502198	Germany	N
A/Germany/7401/2018	2018-02-07	MK502552	Germany	N
A/Germany/7402/2018	2018-03-15	MK502560	Germany	N
A/Germany/7409/2018	2018-03-10	MK502616	Germany	N
A/Germany/7830/2018	2018-12-31	MK576810	Germany	N
A/Germany/8752/2019	2019-02-13	MK912646	Germany	N
A/Germany/8753/2019	2019-02-13	MK912654	Germany	N
A/Germany/8756/2019	2019-02-15	MK912273	Germany	N
A/Germany/8908/2019	2019-02-05	MK927184	Germany	N
A/Germany/8910/2019	2019-02-06	MK927186	Germany	N
A/Germany/8912/2019	2019-02-06	MK927188	Germany	N
A/Germany/8914/2019	2019-02-06	MK927190	Germany	N
A/Germany/8917/2019	2019-01-28	MK927192	Germany	N
A/Germany/8918/2019	2019-01-28	MK927193	Germany	N
A/Germany/8926/2019	2019-02-06	MK927199	Germany	N
A/Germany/9050/2019	2019-02-15	MN169520	Germany	N
A/Germany/9056/2019	2019-02-20	MN169560	Germany	N
A/Germany/9059/2019	2019-02-22	MN169576	Germany	N
A/Germany/9343/2019	2019-02-28	MK960116	Germany	N
A/Germany/9344/2019	2019-02-28	MK960468	Germany	N
A/Germany/9348/2019	2019-03-04	MK960476	Germany	N
A/Germany/9353/2019	2019-03-09	MK960484	Germany	N
A/Germany/9356/2019	2019-03-13	MK960508	Germany	N
A/Germany/9360/2019	2019-03-18	MK960540	Germany	N
A/Germany/9482/2019	2019-03-19	MN074314	Germany	N
A/Germany/9483/2019	2019-03-19	MN073992	Germany	N
A/Germany/9490/2019	2019-03-27	MN074346	Germany	N
A/Germany/9496/2019	2019-04-03	MN073999	Germany	N
A/Germany/9668/2019	2019-04-13	MN081154	Germany	N
A/Germany/9669/2019	2019-04-10	MN081162	Germany	N
A/Germany/9672/2019	2019-02-10	MN081178	Germany	N
A/Germany/9673/2019	2019-02-11	MN081186	Germany	N
A/Germany/9674/2019	2019-02-12	MN081194	Germany	N
A/Germany/9676/2019	2019-04-08	MN081210	Germany	N
A/Ghom/55457/2016	2016-09-29	KY328770	Iran	N
A/Gifu/DS-386/2015	2015-01-13	LC155879	Japan	N
A/Gifu/DS-499/2015	2015-01-30	LC155892	Japan	N
A/Grozny/88/2019	2019-02-28	MN061115	Russia	N
A/Grozny/89/2019	2019-02-28	MN061123	Russia	N
A/Guam/4517/2015	2015-01-09	CY193770	Guam	T
A/Guam/7145/2018	2018-02-15	MK400741	Guam	T
A/Guam/7222/2018	2018-05-03	MK401388	Guam	T
A/Guam/7362/2018	2018-03-29	MK502632	Guam	T
A/Guam/7502/2018	2018-10-15	MK271172	Guam	T
A/Guam/7699/2018	2018-12-18	MK636019	Guam	T
A/Guam/7833/2019	2019-01-04	MK576226	Guam	T
A/Guam/7834/2019	2019-01-04	MK576834	Guam	T
A/Guam/8597/2019	2019-01-31	MK869179	Guam	T
A/Guam/9841/2019	2019-07-25	MN519346	Guam	T
A/Guangdong/116/2015	2015-02-21	MF113172	China	N
A/Guangdong/12/2016	2016-01-18	MF113182	China	N
A/Guangdong/138/2015	2015-03-04	MF113173	China	N
A/Guangdong/188/2015	2015-03-24	MF113174	China	N
A/Guangdong/264/2016	2016-03-07	MF113183	China	N
A/Guangdong/55/2015	2015-01-07	MF113169	China	N
A/Guangdong/580/2015	2015-07-01	MF113175	China	N
A/Guangdong/583/2015	2015-06-28	MF113176	China	N
A/Guangdong/616/2015	2015-07-07	MF113177	China	N
A/Guangdong/716/2015	2015-08-11	MF113178	China	N
A/Guangdong/724/2015	2015-08-17	MF113179	China	N
A/Guangdong/743/2015	2015-09-09	MF113180	China	N
A/Guangdong/747/2015	2015-10-14	MF113181	China	N
A/Guangdong/8/2015	2015-01-06	MF113168	China	N
A/Guangdong/85/2015	2015-02-03	MF113170	China	N
A/Guangdong/97/2015	2015-02-02	MF113171	China	N
A/Guangdong/SKLRD01/2017	2017-07-15	MG198920	China	N
A/Guangdong/YueFang277/2017	2017-03-31	MK117070	China	N
A/Gyeongbuk/745/2017	2017-09-04	MK159075	South Korea	N
A/Gyeonggi/458/2016	2016-02-22	KY509836	South Korea	N
A/Hawaii/01/2017	2017-01-09	CY230946	USA	N
A/Hawaii/01/2020	2020-01-05	MT245490	USA	N
A/Hawaii/02/2017	2017-01-15	CY220623	USA	N
A/Hawaii/02/2018	2018-01-02	MH079963	USA	N
A/Hawaii/02/2019	2019-01-04	MK745048	USA	N
A/Hawaii/03/2015	2015-01-09	KY090149	USA	N
A/Hawaii/03/2016	2016-01-08	KX413905	USA	N
A/Hawaii/03/2017	2017-01-17	CY220631	USA	N
A/Hawaii/03/2019	2019-01-12	MK744280	USA	N
A/Hawaii/03/2020	2020-01-09	MT245506	USA	N
A/Hawaii/05/2018	2018-01-10	MH126704	USA	N
A/Hawaii/06/2019	2019-01-24	MK744288	USA	N
A/Hawaii/07/2015	2015-02-05	KT842158	USA	N
A/Hawaii/07/2016	2016-01-12	KX414217	USA	N
A/Hawaii/07/2017	2017-01-27	CY222949	USA	N
A/Hawaii/08/2015	2015-03-05	KT842834	USA	N
A/Hawaii/08/2019	2019-02-01	MK772223	USA	N
A/Hawaii/09/2017	2017-02-19	CY224078	USA	N
A/Hawaii/09/2018	2018-01-20	MH126721	USA	N
A/Hawaii/09/2019	2019-02-09	MK772231	USA	N
A/Hawaii/10/2018	2018-01-24	MH126729	USA	N
A/Hawaii/102/2016	2016-12-06	CY214218	USA	N
A/Hawaii/103/2016	2016-12-07	CY214210	USA	N
A/Hawaii/105/2016	2016-12-30	CY214978	USA	N
A/Hawaii/107/2016	2016-12-28	CY220615	USA	N
A/Hawaii/11/2017	2017-02-26	CY228301	USA	N
A/Hawaii/11/2018	2018-01-30	MH585956	USA	N
A/Hawaii/12/2015	2015-02-10	KT842604	USA	N
A/Hawaii/13/2015	2015-02-12	KY090455	USA	N
A/Hawaii/13/2016	2016-02-13	KX415256	USA	N
A/Hawaii/14/2016	2016-02-18	KX415264	USA	N
A/Hawaii/14/2018	2018-02-02	MH246375	USA	N
A/Hawaii/15/2015	2015-02-15	KT842621	USA	N
A/Hawaii/15/2017	2017-03-15	CY228685	USA	N
A/Hawaii/17/2016	2016-02-26	KX415768	USA	N
A/Hawaii/17/2017	2017-03-20	CY230666	USA	N
A/Hawaii/17/2019	2019-03-02	MN001269	USA	N
A/Hawaii/18/2017	2017-03-24	CY234482	USA	N
A/Hawaii/18/2018	2018-02-08	MH246391	USA	N
A/Hawaii/19/2015	2015-01-16	KY089438	USA	N
A/Hawaii/19/2016	2016-02-23	KX415776	USA	N
A/Hawaii/19/2017	2017-03-27	CY235568	USA	N
A/Hawaii/20/2019	2019-03-16	MN246882	USA	N
A/Hawaii/21/2018	2018-02-10	MH246407	USA	N
A/Hawaii/22/2018	2018-02-11	MH246415	USA	N
A/Hawaii/23/2018	2018-02-12	MH246423	USA	N
A/Hawaii/23/2019	2019-03-27	MN246890	USA	N
A/Hawaii/25/2019	2019-04-05	MN246898	USA	N
A/Hawaii/26/2017	2017-05-08	CY235824	USA	N
A/Hawaii/27/2015	2015-03-28	KT842921	USA	N
A/Hawaii/27/2018	2018-02-14	MH306871	USA	N
A/Hawaii/29/2019	2019-04-15	MN084456	USA	N
A/Hawaii/30/2018	2018-03-07	MH600697	USA	N
A/Hawaii/30/2019	2019-04-15	MN084464	USA	N
A/Hawaii/31/2015	2015-03-19	KY090200	USA	N
A/Hawaii/31/2017	2017-06-08	CY239952	USA	N
A/Hawaii/31/2019	2019-04-17	MN222130	USA	N
A/Hawaii/32/2015	2015-04-08	KY089989	USA	N
A/Hawaii/32/2016	2016-03-02	KX416808	USA	N
A/Hawaii/32/2017	2017-06-15	CY239960	USA	N
A/Hawaii/33/2015	2015-04-19	KT843528	USA	N
A/Hawaii/33/2016	2016-03-05	KX416816	USA	N
A/Hawaii/33/2018	2018-03-15	MH600705	USA	N
A/Hawaii/34/2015	2015-05-21	KT844280	USA	N
A/Hawaii/34/2017	2017-07-05	CY242246	USA	N
A/Hawaii/34/2019	2019-05-01	MN222138	USA	N
A/Hawaii/35/2015	2015-05-26	KT844288	USA	N
A/Hawaii/36/2015	2015-06-11	KT844296	USA	N
A/Hawaii/36/2018	2018-03-28	MH600721	USA	N
A/Hawaii/36/2019	2019-05-12	MN423804	USA	N
A/Hawaii/37/2015	2015-04-14	KT843434	USA	N
A/Hawaii/38/2015	2015-05-19	KY090477	USA	N
A/Hawaii/38/2019	2019-05-15	MN222154	USA	N
A/Hawaii/41/2017	2017-08-04	CY244705	USA	N
A/Hawaii/41/2019	2019-05-27	MN372735	USA	N
A/Hawaii/42/2015	2015-06-29	KY089287	USA	N
A/Hawaii/42/2016	2016-03-20	KX916740	USA	N
A/Hawaii/42/2017	2017-08-06	CY244697	USA	N
A/Hawaii/42/2018	2018-05-28	MH729501	USA	N
A/Hawaii/42/2019	2019-05-28	MN372743	USA	N
A/Hawaii/43/2015	2015-07-08	KU591203	USA	N
A/Hawaii/43/2018	2018-06-04	MH792607	USA	N
A/Hawaii/43/2019	2019-05-28	MN319158	USA	N
A/Hawaii/44/2017	2017-08-13	MH305566	USA	N
A/Hawaii/44/2018	2018-06-07	MH792615	USA	N
A/Hawaii/45/2015	2015-06-08	KT843797	USA	N
A/Hawaii/45/2017	2017-08-22	CY245462	USA	N
A/Hawaii/45/2018	2018-06-24	MH898181	USA	N
A/Hawaii/46/2015	2015-07-07	KT843667	USA	N
A/Hawaii/46/2018	2018-07-16	MH898189	USA	N
A/Hawaii/4632/2015	2015-01-26	CY193885	USA	N
A/Hawaii/4633/2015	2015-01-26	CY193886	USA	N
A/Hawaii/4634/2015	2015-01-26	CY193887	USA	N
A/Hawaii/4635/2015	2015-01-26	CY193888	USA	N
A/Hawaii/4636/2015	2015-01-26	CY193889	USA	N
A/Hawaii/4637/2015	2015-01-26	CY193890	USA	N
A/Hawaii/47/2015	2015-07-05	KT843650	USA	N
A/Hawaii/47/2016	2016-04-01	KX918292	USA	N
A/Hawaii/47/2018	2018-07-16	MH898197	USA	N
A/Hawaii/4744/2015	2015-01-26	CY193997	USA	N
A/Hawaii/4745/2015	2015-01-26	CY193998	USA	N
A/Hawaii/48/2019	2019-06-13	MN371565	USA	N
A/Hawaii/50/2018	2018-08-01	MK181759	USA	N
A/Hawaii/51/2017	2017-10-02	CY256189	USA	N
A/Hawaii/51/2018	2018-08-14	MK181735	USA	N
A/Hawaii/51/2019	2019-06-26	MN423843	USA	N
A/Hawaii/52/2017	2017-10-06	CY256197	USA	N
A/Hawaii/52/2018	2018-08-20	MK181751	USA	N
A/Hawaii/53/2018	2018-08-31	MK181711	USA	N
A/Hawaii/54/2016	2016-05-21	KX916484	USA	N
A/Hawaii/55/2016	2016-06-07	KX916492	USA	N
A/Hawaii/57/2017	2017-11-24	CY264307	USA	N
A/Hawaii/57/2018	2018-09-26	MK244835	USA	N
A/Hawaii/57/2019	2019-07-21	MN552596	USA	N
A/Hawaii/58/2015	2015-09-15	KU590903	USA	N
A/Hawaii/58/2016	2016-06-24	KX916316	USA	N
A/Hawaii/58/2017	2017-11-25	CY264315	USA	N
A/Hawaii/58/2019	2019-08-02	MN581552	USA	N
A/Hawaii/59/2016	2016-07-11	KX916836	USA	N
A/Hawaii/59/2018	2018-10-02	MK244827	USA	N
A/Hawaii/59/2019	2019-08-10	MN581560	USA	N
A/Hawaii/5933/2016	2016-12-30	CY244045	USA	N
A/Hawaii/5934/2017	2017-01-03	CY244046	USA	N
A/Hawaii/5936/2017	2017-01-04	CY244048	USA	N
A/Hawaii/5937/2017	2017-01-05	CY244049	USA	N
A/Hawaii/5938/2017	2017-01-03	CY244050	USA	N
A/Hawaii/5940/2017	2017-01-13	CY244052	USA	N
A/Hawaii/60/2015	2015-09-26	KU590911	USA	N
A/Hawaii/60/2019	2019-08-21	MN638539	USA	N
A/Hawaii/61/2017	2017-11-27	CY265069	USA	N
A/Hawaii/61/2018	2018-10-15	MK292601	USA	N
A/Hawaii/61/2019	2019-08-25	MN638547	USA	N
A/Hawaii/6108/2017	2017-01-30	CY244220	USA	N
A/Hawaii/62/2017	2017-12-06	CY265077	USA	N
A/Hawaii/63/2015	2015-09-28	KU591892	USA	N
A/Hawaii/64/2016	2016-08-03	KX916356	USA	N
A/Hawaii/64/2017	2017-12-24	MH079979	USA	N
A/Hawaii/64/2018	2018-10-25	MK363419	USA	N
A/Hawaii/6469/2017	2017-12-13	MH294835	USA	N
A/Hawaii/65/2015	2015-10-04	KU591140	USA	N
A/Hawaii/65/2017	2017-12-30	MH079983	USA	N
A/Hawaii/65/2018	2018-10-28	MK363702	USA	N
A/Hawaii/65/2019	2019-09-18	MN819885	USA	N
A/Hawaii/67/2016	2016-09-04	KY003487	USA	N
A/Hawaii/68/2015	2015-10-05	KU591163	USA	N
A/Hawaii/68/2016	2016-09-07	KY003496	USA	N
A/Hawaii/69/2015	2015-10-04	KU591908	USA	N
A/Hawaii/6945/2018	2018-02-13	MK381477	USA	N
A/Hawaii/6948/2018	2018-03-21	MK381480	USA	N
A/Hawaii/70/2015	2015-10-05	KU591566	USA	N
A/Hawaii/71/2015	2015-10-09	KU592112	USA	N
A/Hawaii/71/2016	2016-09-13	KY116278	USA	N
A/Hawaii/72/2015	2015-10-08	KU591606	USA	N
A/Hawaii/72/2018	2018-11-26	MK474853	USA	N
A/Hawaii/73/2016	2016-09-16	KY116262	USA	N
A/Hawaii/73/2018	2018-12-07	MK624160	USA	N
A/Hawaii/74/2019	2019-10-27	MN881815	USA	N
A/Hawaii/7411/2018	2018-02-25	MK502640	USA	N
A/Hawaii/75/2016	2016-09-19	KY116310	USA	N
A/Hawaii/7524/2018	2018-10-22	MK380025	USA	N
A/Hawaii/76/2015	2015-10-18	KX413331	USA	N
A/Hawaii/76/2016	2016-09-21	KY116302	USA	N
A/Hawaii/76/2018	2018-12-20	MK624171	USA	N
A/Hawaii/77/2016	2016-09-22	KY116286	USA	N
A/Hawaii/78/2015	2015-12-05	KX413577	USA	N
A/Hawaii/78/2018	2018-12-31	MK745064	USA	N
A/Hawaii/79/2015	2015-12-11	KX413601	USA	N
A/Hawaii/79/2016	2016-09-22	KY116326	USA	N
A/Hawaii/79/2019	2019-11-24	MT031059	USA	N
A/Hawaii/7988/2018	2018-12-29	MK743370	USA	N
A/Hawaii/80/2019	2019-11-24	MT031072	USA	N
A/Hawaii/82/2016	2016-09-27	KY289590	USA	N
A/Hawaii/83/2019	2019-12-10	MT056282	USA	N
A/Hawaii/85/2019	2019-12-16	MT056290	USA	N
A/Hawaii/87/2016	2016-10-13	CY209152	USA	N
A/Hawaii/89/2016	2016-10-21	CY209160	USA	N
A/Hawaii/90/2016	2016-10-21	CY209168	USA	N
A/Hawaii/94/2016	2016-11-03	CY210520	USA	N
A/Hawaii/97/2016	2016-11-21	CY211922	USA	N
A/Hawaii/98/2016	2016-11-28	CY212866	USA	N
A/Hawaii/99/2016	2016-12-03	CY212874	USA	N
A/Homosapien/China/LS203/2018	2018-01-30	MT102495	China	N
A/Homosapien/China/LS205/2018	2018-12-27	MT102497	China	N
A/Homosapien/China/LS318/2019	2019-01-10	MT102498	China	N
A/Homosapien/China/LS319/2019	2019-01-17	MT102499	China	N
A/Homosapien/China/LS323/2019	2019-02-01	MT102503	China	N
A/Homosapien/China/LS328/2019	2019-02-14	MT102508	China	N
A/Homosapien/China/LS329/2019	2019-02-14	MT102509	China	N
A/Homosapien/China/LS338/2019	2019-09-05	MT102518	China	N
A/Homosapien/China/LS339/2019	2019-10-08	MT102519	China	N
A/Homosapien/China/LS340/2019	2019-10-11	MT102520	China	N
A/Homosapien/China/LS341/2019	2019-11-15	MT102521	China	N
A/HongKong/3391/2017	2017-07-10	MG693001	Hong Kong	N
A/Hyogo/DS-282v/2015	2015-01-07	LC155870	Japan	N
A/Idaho/02/2015	2015-01-20	KY089583	USA	N
A/Idaho/02/2017	2017-01-07	CY215881	USA	N
A/Idaho/03/2015	2015-01-18	KY089424	USA	N
A/Idaho/04/2015	2015-01-26	KT836333	USA	N
A/Idaho/04/2017	2017-01-17	CY219209	USA	N
A/Idaho/05/2015	2015-01-28	KT836043	USA	N
A/Idaho/05/2016	2016-01-26	KX414473	USA	N
A/Idaho/06/2015	2015-02-09	KT842287	USA	N
A/Idaho/06/2017	2017-01-19	CY219217	USA	N
A/Idaho/06/2018	2018-02-10	MH585972	USA	N
A/Idaho/07/2015	2015-01-02	KY090060	USA	N
A/Idaho/07/2017	2017-01-19	CY219229	USA	N
A/Idaho/08/2015	2015-01-05	KT841318	USA	N
A/Idaho/08/2019	2019-02-05	MK856889	USA	N
A/Idaho/09/2015	2015-02-04	KT842092	USA	N
A/Idaho/09/2017	2017-01-24	CY222005	USA	N
A/Idaho/10/2015	2015-01-05	KT841888	USA	N
A/Idaho/10/2018	2018-03-13	MH306895	USA	N
A/Idaho/11/2015	2015-01-02	KT841144	USA	N
A/Idaho/11/2016	2016-02-20	KX415344	USA	N
A/Idaho/11/2019	2019-02-13	MK856897	USA	N
A/Idaho/12/2015	2015-03-13	KT843241	USA	N
A/Idaho/12/2017	2017-02-27	CY224110	USA	N
A/Idaho/12/2018	2018-03-24	MK241038	USA	N
A/Idaho/13/2018	2018-04-03	MH600730	USA	N
A/Idaho/14/2015	2015-03-11	KY089778	USA	N
A/Idaho/14/2016	2016-03-04	KX415992	USA	N
A/Idaho/14/2017	2017-03-06	CY224118	USA	N
A/Idaho/16/2016	2016-03-07	KX416000	USA	N
A/Idaho/17/2015	2015-03-14	KT843014	USA	N
A/Idaho/17/2018	2018-04-02	MH600737	USA	N
A/Idaho/18/2018	2018-04-05	MH600745	USA	N
A/Idaho/19/2017	2017-03-06	CY228885	USA	N
A/Idaho/19/2019	2019-03-22	MN222173	USA	N
A/Idaho/20/2017	2017-03-09	CY228893	USA	N
A/Idaho/20/2018	2018-04-16	MH600753	USA	N
A/Idaho/20/2019	2019-03-27	MN246946	USA	N
A/Idaho/21/2017	2017-03-20	CY230834	USA	N
A/Idaho/23/2015	2015-04-14	KT843447	USA	N
A/Idaho/23/2017	2017-03-31	CY230842	USA	N
A/Idaho/23/2018	2018-10-08	MK244843	USA	N
A/Idaho/23/2019	2019-04-07	MN246954	USA	N
A/Idaho/24/2015	2015-06-26	KY089516	USA	N
A/Idaho/24/2016	2016-04-16	KX917604	USA	N
A/Idaho/24/2017	2017-04-07	CY235744	USA	N
A/Idaho/24/2018	2018-10-23	MK292625	USA	N
A/Idaho/24/2019	2019-04-09	MN084488	USA	N
A/Idaho/25/2015	2015-09-18	KU590413	USA	N
A/Idaho/25/2017	2017-04-28	CY235752	USA	N
A/Idaho/25/2019	2019-04-25	MN084496	USA	N
A/Idaho/26/2015	2015-10-08	KY044055	USA	N
A/Idaho/27/2016	2016-04-27	KX917932	USA	N
A/Idaho/27/2019	2019-09-23	MN755265	USA	N
A/Idaho/29/2017	2017-09-06	CY255917	USA	N
A/Idaho/30/2017	2017-09-12	CY255909	USA	N
A/Idaho/30/2019	2019-10-16	MN755281	USA	N
A/Idaho/31/2016	2016-05-13	KX916724	USA	N
A/Idaho/31/2017	2017-10-03	CY255933	USA	N
A/Idaho/31/2019	2019-10-04	MN881823	USA	N
A/Idaho/32/2016	2016-05-15	KX916732	USA	N
A/Idaho/32/2017	2017-10-03	CY255941	USA	N
A/Idaho/33/2016	2016-06-07	KX916212	USA	N
A/Idaho/33/2019	2019-10-22	MN881839	USA	N
A/Idaho/34/2016	2016-06-20	KX916220	USA	N
A/Idaho/34/2017	2017-10-19	CY256205	USA	N
A/Idaho/34/2018	2018-12-21	MK624179	USA	N
A/Idaho/35/2016	2016-09-27	CY211610	USA	N
A/Idaho/35/2017	2017-10-28	CY260630	USA	N
A/Idaho/35/2018	2018-12-23	MK624187	USA	N
A/Idaho/37/2016	2016-10-07	CY243447	USA	N
A/Idaho/38/2016	2016-10-13	KY289361	USA	N
A/Idaho/38/2017	2017-11-17	CY261161	USA	N
A/Idaho/39/2019	2019-11-16	MN975691	USA	N
A/Idaho/40/2016	2016-11-18	CY210615	USA	N
A/Idaho/40/2017	2017-12-03	CY264497	USA	N
A/Idaho/41/2016	2016-11-22	CY210607	USA	N
A/Idaho/41/2017	2017-12-10	MH082227	USA	N
A/Idaho/42/2016	2016-12-02	CY212562	USA	N
A/Idaho/42/2018	2018-12-31	MK677035	USA	N
A/Idaho/43/2016	2016-12-07	CY212570	USA	N
A/Idaho/43/2019	2019-12-01	MT031118	USA	N
A/Idaho/44/2015	2015-12-30	KX413006	USA	N
A/Idaho/44/2019	2019-12-03	MT031131	USA	N
A/Idaho/4420/2015	2015-01-08	CY193673	USA	N
A/Idaho/46/2016	2016-12-24	CY215873	USA	N
A/Idaho/4638/2015	2015-01-23	CY193891	USA	N
A/Idaho/49/2019	2019-11-02	MT245530	USA	N
A/Idaho/50/2019	2019-11-07	MT245538	USA	N
A/Idaho/51/2019	2019-12-23	MT245546	USA	N
A/Idaho/54/2019	2019-12-29	MT245551	USA	N
A/Idaho/5447/2016	2016-06-28	CY210018	USA	N
A/Idaho/5632/2016	2016-11-28	CY234914	USA	N
A/Idaho/5633/2016	2016-12-06	CY234915	USA	N
A/Idaho/5636/2016	2016-12-14	CY234918	USA	N
