strain	date	accession	country	region	segment_name
A/Kansas/25/2016	2016-04-08	KX416720	USA	N	4
A/Kansas/28/2016	2016-12-21	CY214226	USA	N	4
A/Kansas/29/2016	2016-12-24	CY214234	USA	N	4
A/Kansas/30/2016	2016-12-28	CY214250	USA	N	4
A/Kansas/6793/2018	2018-01-08	MH885207	USA	N	4
A/Karachay-Cherkess/CRIE-296/2016	2016-12-11	MG856325	Russia	N	4
A/Karachay-Cherkess/CRIE-301/2017	2017-02-28	MF736999	Russia	N	4
A/Keelung/0023/2016	2016-01-07	KY487270	Taiwan	N	4
A/Keelung/0026/2016	2016-01-15	KY615543	Taiwan	N	4
A/Keelung/0081/2016	2016-11-29	KY950164	Taiwan	N	4
A/Keelung/0082/2016	2016-11-30	KY949869	Taiwan	N	4
A/Keelung/0089/2016	2016-12-08	KY949873	Taiwan	N	4
A/Keelung/0091/2016	2016-12-09	KY950075	Taiwan	N	4
A/Keelung/0095/2016	2016-12-14	KY949735	Taiwan	N	4
A/Keelung/0097/2016	2016-12-20	KY949885	Taiwan	N	4
A/Keelung/0113/2017	2017-01-16	MH637660	Taiwan	N	4
A/Keelung/0161/2017	2017-04-07	MH637484	Taiwan	N	4
A/Kentucky/05/2017	2017-01-09	CY214714	USA	N	4
A/Kentucky/07/2016	2016-02-24	KX415296	USA	N	4
A/Kentucky/07/2017	2017-01-16	CY216137	USA	N	4
A/Kentucky/11/2017	2017-01-27	CY220375	USA	N	4
A/Kentucky/13/2017	2017-02-02	CY223942	USA	N	4
A/Kentucky/15/2017	2017-02-09	CY223950	USA	N	4
A/Kentucky/17/2017	2017-02-23	CY227318	USA	N	4
A/Kentucky/18/2017	2017-03-01	CY227326	USA	N	4
A/Kentucky/20/2016	2016-04-04	KX416888	USA	N	4
A/Kentucky/21/2016	2016-04-07	KX416880	USA	N	4
A/Kentucky/23/2017	2017-03-16	CY228357	USA	N	4
A/Kentucky/25/2016	2016-04-28	KX917900	USA	N	4
A/Kentucky/25/2017	2017-03-30	CY232316	USA	N	4
A/Kentucky/26/2016	2016-04-25	KX918284	USA	N	4
A/Kentucky/28/2017	2017-11-29	CY263144	USA	N	4
A/Kentucky/30/2016	2016-12-05	CY211771	USA	N	4
A/Kentucky/31/2016	2016-12-20	CY213026	USA	N	4
A/Kentucky/31/2017	2017-12-07	CY264235	USA	N	4
A/Kentucky/32/2016	2016-12-26	CY214394	USA	N	4
A/Kentucky/6474/2017	2017-12-19	MH294840	USA	N	4
A/Kenya/001/2017	2017-01-01	MF599417	Kenya	T	4
A/Kenya/014/2016	2016-02-01	KY872764	Kenya	T	4
A/Kenya/016/2016	2016-07-04	KY872762	Kenya	T	4
A/Kenya/022/2017	2017-03-02	MG431389	Kenya	T	4
A/Kenya/023/2017	2017-03-24	MG431387	Kenya	T	4
A/Kenya/026/2017	2017-05-25	MG431383	Kenya	T	4
A/Kenya/027/2017	2017-05-31	MG431386	Kenya	T	4
A/Kenya/028/2017	2017-06-07	MG431385	Kenya	T	4
A/Kenya/029/2017	2017-07-03	MG431378	Kenya	T	4
A/Kenya/030/2017	2017-07-13	MG431382	Kenya	T	4
A/Kenya/032/2017	2017-07-13	MG431376	Kenya	T	4
A/Kenya/033/2017	2017-07-04	MG431379	Kenya	T	4
A/Kenya/035/2017	2017-07-27	MG431381	Kenya	T	4
A/Kenya/036/2017	2017-07-17	MG815820	Kenya	T	4
A/Khakassia/CRIE-360/2017	2017-06-19	MG856331	Russia	N	4
A/Kostroma/CRIE-143/2016	2016-12-19	MF736977	Russia	N	4
A/Linkou/0051/2016	2016-01-11	KY950134	Taiwan	N	4
A/Linkou/0061/2016	2016-01-18	KY487462	Taiwan	N	4
A/Linkou/0081/2016	2016-01-26	KY487318	Taiwan	N	4
A/Linkou/0153/2016	2016-11-10	KY949642	Taiwan	N	4
A/Linkou/0164/2016	2016-11-25	KY949757	Taiwan	N	4
A/Linkou/0166/2016	2016-11-28	KY950107	Taiwan	N	4
A/Linkou/0168/2016	2016-12-01	KY949886	Taiwan	N	4
A/Linkou/0169/2016	2016-12-02	KY950205	Taiwan	N	4
A/Linkou/0173/2016	2016-12-08	KY949854	Taiwan	N	4
A/Linkou/0181/2016	2016-12-21	KY949649	Taiwan	N	4
A/Linkou/0185/2016	2016-12-24	KY950159	Taiwan	N	4
A/Linkou/0186/2016	2016-12-26	KY949883	Taiwan	N	4
A/Linkou/0187/2016	2016-12-27	KY949839	Taiwan	N	4
A/Linkou/0192/2017	2017-01-03	KY950123	Taiwan	N	4
A/Linkou/0194/2017	2017-01-04	KY949936	Taiwan	N	4
A/Linkou/0206/2017	2017-01-17	MH637582	Taiwan	N	4
A/Linkou/0266/2017	2017-03-16	MH637533	Taiwan	N	4
A/Linkou/0302/2017	2017-06-20	MH637559	Taiwan	N	4
A/Linkou/0304/2017	2017-06-21	MH637520	Taiwan	N	4
A/Linkou/0335/2017	2017-07-18	MH637697	Taiwan	N	4
A/Linkou/0347/2017	2017-08-15	MH637646	Taiwan	N	4
A/Louisiana/02/2017	2017-01-10	CY216201	USA	N	4
A/Louisiana/03/2017	2017-01-11	CY216193	USA	N	4
A/Louisiana/04/2016	2016-02-17	KX415488	USA	N	4
A/Louisiana/04/2017	2017-01-24	CY220535	USA	N	4
A/Louisiana/09/2016	2016-03-07	KX416152	USA	N	4
A/Louisiana/10/2017	2017-01-25	CY223285	USA	N	4
A/Louisiana/13/2017	2017-02-22	CY224070	USA	N	4
A/Louisiana/15/2017	2017-03-16	CY227878	USA	N	4
A/Louisiana/17/2016	2016-03-18	KX416920	USA	N	4
A/Louisiana/17/2017	2017-03-05	CY227686	USA	N	4
A/Louisiana/19/2017	2017-03-08	CY227678	USA	N	4
A/Louisiana/21/2016	2016-04-14	KX918260	USA	N	4
A/Louisiana/23/2017	2017-03-20	CY230762	USA	N	4
A/Louisiana/24/2016	2016-10-25	CY210171	USA	N	4
A/Louisiana/25/2017	2017-04-11	CY230770	USA	N	4
A/Louisiana/26/2016	2016-11-14	CY211474	USA	N	4
A/Louisiana/27/2017	2017-04-21	CY232618	USA	N	4
A/Louisiana/29/2016	2016-11-15	CY213786	USA	N	4
A/Louisiana/30/2016	2016-11-23	CY211490	USA	N	4
A/Louisiana/35/2016	2016-12-27	CY213994	USA	N	4
A/Louisiana/35/2017	2017-05-13	CY235416	USA	N	4
A/Louisiana/41/2017	2017-04-26	CY234802	USA	N	4
A/Louisiana/42/2017	2017-05-02	CY234794	USA	N	4
A/Louisiana/46/2017	2017-05-31	CY235952	USA	N	4
A/Louisiana/48/2017	2017-08-21	CY244737	USA	N	4
A/Louisiana/52/2017	2017-07-25	CY247166	USA	N	4
A/Louisiana/53/2017	2017-10-04	CY250107	USA	N	4
A/Louisiana/54/2017	2017-10-09	CY250115	USA	N	4
A/Louisiana/56/2017	2017-10-19	CY257941	USA	N	4
A/Louisiana/57/2017	2017-10-28	CY258308	USA	N	4
A/Louisiana/63/2017	2017-11-14	CY261535	USA	N	4
A/MUWRP-Uganda/579/2016	2016-08-31	MN250874	Uganda	T	4
A/MUWRP-Uganda/580/2016	2016-08-31	MN251752	Uganda	T	4
A/MUWRP-Uganda/705/2017	2017-06-08	MN251765	Uganda	T	4
A/MUWRP-Uganda/706/2017	2017-06-08	MN250864	Uganda	T	4
A/MUWRP-Uganda/707/2017	2017-06-08	MN250844	Uganda	T	4
A/MUWRP-Uganda/708/2017	2017-07-03	MN250855	Uganda	T	4
A/MUWRP-Uganda/709/2017	2017-07-03	MN250829	Uganda	T	4
A/Maine/03/2016	2016-02-13	KX413070	USA	N	4
A/Maine/03/2017	2017-01-20	CY216321	USA	N	4
A/Maine/04/2017	2017-01-22	CY216313	USA	N	4
A/Maine/05/2017	2017-01-22	CY216337	USA	N	4
A/Maine/06/2017	2017-01-22	CY216345	USA	N	4
A/Maine/07/2017	2017-01-23	CY216329	USA	N	4
A/Maine/08/2017	2017-01-31	CY220343	USA	N	4
A/Maine/09/2017	2017-02-05	CY220351	USA	N	4
A/Maine/11/2017	2017-02-15	CY223862	USA	N	4
A/Maine/12/2017	2017-03-08	CY227454	USA	N	4
A/Maine/13/2017	2017-03-09	CY231091	USA	N	4
A/Maine/14/2017	2017-03-13	CY227534	USA	N	4
A/Maine/15/2017	2017-03-16	CY227542	USA	N	4
A/Maine/16/2017	2017-03-29	CY228653	USA	N	4
A/Maine/18/2017	2017-04-13	CY232547	USA	N	4
A/Maine/21/2016	2016-09-12	KY003485	USA	N	4
A/Maine/22/2016	2016-09-17	KY116102	USA	N	4
A/Maine/23/2016	2016-10-23	KY116670	USA	N	4
A/Maine/24/2016	2016-12-08	CY212041	USA	N	4
A/Maryland/03/2017	2017-01-06	CY214842	USA	N	4
A/Maryland/04/2017	2017-01-10	CY216641	USA	N	4
A/Maryland/10/2017	2017-01-31	CY222781	USA	N	4
A/Maryland/11/2017	2017-01-28	CY227118	USA	N	4
A/Maryland/12/2017	2017-02-03	CY227126	USA	N	4
A/Maryland/14/2017	2017-02-16	CY224022	USA	N	4
A/Maryland/15/2016	2016-03-11	KX416704	USA	N	4
A/Maryland/15/2017	2017-02-16	CY227134	USA	N	4
A/Maryland/21/2016	2016-11-17	CY210480	USA	N	4
A/Maryland/21/2017	2017-02-24	CY227462	USA	N	4
A/Maryland/24/2016	2016-11-29	CY210727	USA	N	4
A/Maryland/25/2017	2017-02-27	CY234272	USA	N	4
A/Maryland/26/2017	2017-03-09	CY231118	USA	N	4
A/Maryland/27/2016	2016-12-02	CY212402	USA	N	4
A/Maryland/28/2017	2017-03-11	CY228381	USA	N	4
A/Maryland/29/2017	2017-03-09	CY232296	USA	N	4
A/Maryland/30/2016	2016-12-12	CY214474	USA	N	4
A/Maryland/30/2017	2017-03-11	CY232303	USA	N	4
A/Maryland/31/2016	2016-12-19	CY214482	USA	N	4
A/Maryland/32/2017	2017-04-10	CY234466	USA	N	4
A/Maryland/33/2017	2017-04-15	CY234474	USA	N	4
A/Maryland/35/2017	2017-04-26	CY234658	USA	N	4
A/Maryland/36/2017	2017-04-29	CY234874	USA	N	4
A/Maryland/37/2017	2017-05-11	CY235984	USA	N	4
A/Maryland/47/2017	2017-09-11	CY246982	USA	N	4
A/Maryland/48/2017	2017-09-25	CY246990	USA	N	4
A/Maryland/53/2017	2017-09-28	CY249835	USA	N	4
A/Maryland/6636/2018	2018-01-02	MH778984	USA	N	4
A/Maryland/6800/2018	2018-01-23	MH885214	USA	N	4
A/Maryland/6959/2018	2018-01-11	MK381491	USA	N	4
A/Maryland/81/2017	2017-10-08	CY255869	USA	N	4
A/Maryland/82/2017	2017-10-09	CY257765	USA	N	4
A/Maryland/83/2017	2017-10-09	CY255877	USA	N	4
A/Maryland/84/2017	2017-10-08	CY257965	USA	N	4
A/Maryland/89/2017	2017-11-03	CY260519	USA	N	4
A/Maryland/91/2017	2017-11-17	CY260961	USA	N	4
A/Massachusetts/01/2017	2017-01-04	CY215002	USA	N	4
A/Massachusetts/02/2017	2017-01-07	CY215010	USA	N	4
A/Massachusetts/03/2017	2017-01-27	CY216713	USA	N	4
A/Massachusetts/04/2017	2017-02-01	CY222821	USA	N	4
A/Massachusetts/05/2017	2017-02-01	CY222829	USA	N	4
A/Massachusetts/07/2017	2017-02-20	CY227174	USA	N	4
A/Massachusetts/08/2017	2017-02-24	CY227166	USA	N	4
A/Massachusetts/09/2017	2017-03-09	CY231132	USA	N	4
A/Massachusetts/11/2017	2017-03-30	CY232364	USA	N	4
A/Massachusetts/12/2017	2017-04-07	CY234490	USA	N	4
A/Massachusetts/13/2017	2017-04-17	CY234498	USA	N	4
A/Massachusetts/14/2017	2017-07-13	CY244561	USA	N	4
A/Massachusetts/28/2016	2016-03-28	KX416560	USA	N	4
A/Massachusetts/36/2016	2016-10-04	KY116558	USA	N	4
A/Massachusetts/37/2016	2016-10-13	KY116566	USA	N	4
A/Massachusetts/39/2016	2016-10-30	CY210275	USA	N	4
A/Massachusetts/40/2016	2016-11-18	CY211787	USA	N	4
A/Massachusetts/41/2016	2016-11-29	CY210791	USA	N	4
A/Massachusetts/42/2016	2016-12-07	CY212418	USA	N	4
A/Massachusetts/43/2016	2016-12-16	CY212426	USA	N	4
A/Massachusetts/44/2016	2016-12-18	CY214458	USA	N	4
A/Massachusetts/45/2016	2016-12-18	CY214466	USA	N	4
A/Mexico/SAR30007N/2017	2017-11-13	MH701684	Mexico	N	4
A/Mexico/SAR30012N/2017	2017-11-17	MH701692	Mexico	N	4
A/Michigan/05/2017	2017-01-04	CY218062	USA	N	4
A/Michigan/07/2017	2017-01-10	CY226719	USA	N	4
A/Michigan/08/2017	2017-01-11	CY264713	USA	N	4
A/Michigan/09/2017	2017-01-11	CY226751	USA	N	4
A/Michigan/10/2017	2017-01-16	CY226727	USA	N	4
A/Michigan/100/2016	2016-08-31	KY115878	USA	N	4
A/Michigan/104/2016	2016-09-17	KY115902	USA	N	4
A/Michigan/106/2016	2016-09-28	KY116526	USA	N	4
A/Michigan/107/2016	2016-10-21	KY289544	USA	N	4
A/Michigan/108/2016	2016-10-23	CY210237	USA	N	4
A/Michigan/11/2017	2017-01-19	CY226759	USA	N	4
A/Michigan/110/2016	2016-11-06	CY209224	USA	N	4
A/Michigan/111/2016	2016-11-04	CY210512	USA	N	4
A/Michigan/113/2016	2016-11-17	CY211498	USA	N	4
A/Michigan/114/2016	2016-11-26	CY211506	USA	N	4
A/Michigan/116/2016	2016-12-12	CY217906	USA	N	4
A/Michigan/118/2016	2016-12-08	CY212778	USA	N	4
A/Michigan/121/2016	2016-12-27	CY218023	USA	N	4
A/Michigan/122/2016	2016-12-06	CY215122	USA	N	4
A/Michigan/124/2016	2016-12-23	CY215130	USA	N	4
A/Michigan/13/2017	2017-01-23	CY226767	USA	N	4
A/Michigan/14/2017	2017-01-03	CY226703	USA	N	4
A/Michigan/16/2017	2017-01-27	CY226671	USA	N	4
A/Michigan/17/2017	2017-02-02	CY226711	USA	N	4
A/Michigan/18/2017	2017-02-07	CY226695	USA	N	4
A/Michigan/19/2017	2017-01-11	CY220151	USA	N	4
A/Michigan/20/2017	2017-01-15	CY220159	USA	N	4
A/Michigan/21/2017	2017-02-07	CY224878	USA	N	4
A/Michigan/22/2017	2017-02-08	CY220743	USA	N	4
A/Michigan/25/2017	2017-02-13	CY230085	USA	N	4
A/Michigan/26/2017	2017-02-18	CY230021	USA	N	4
A/Michigan/262/2017	2017-05-22	CY238931	USA	N	4
A/Michigan/267/2017	2017-06-17	CY239984	USA	N	4
A/Michigan/268/2017	2017-06-19	CY239992	USA	N	4
A/Michigan/270/2017	2017-07-01	CY240016	USA	N	4
A/Michigan/271/2017	2017-07-08	CY240024	USA	N	4
A/Michigan/273/2017	2017-07-20	CY242270	USA	N	4
A/Michigan/275/2017	2017-07-20	CY242278	USA	N	4
A/Michigan/276/2017	2017-08-11	CY244721	USA	N	4
A/Michigan/278/2017	2017-08-15	CY244729	USA	N	4
A/Michigan/28/2017	2017-02-26	CY230101	USA	N	4
A/Michigan/282/2017	2017-08-29	CY245238	USA	N	4
A/Michigan/285/2017	2017-09-11	CY245318	USA	N	4
A/Michigan/287/2017	2017-09-12	CY245334	USA	N	4
A/Michigan/289/2017	2017-09-21	CY249995	USA	N	4
A/Michigan/29/2016	2016-02-05	KX414769	USA	N	4
A/Michigan/295/2017	2017-10-07	CY250563	USA	N	4
A/Michigan/296/2017	2017-10-01	CY257981	USA	N	4
A/Michigan/298/2017	2017-10-13	CY257989	USA	N	4
A/Michigan/299/2017	2017-11-03	CY260042	USA	N	4
A/Michigan/31/2017	2017-03-07	CY230069	USA	N	4
A/Michigan/32/2017	2017-03-09	CY230117	USA	N	4
A/Michigan/34/2017	2017-02-18	CY227734	USA	N	4
A/Michigan/35/2017	2017-02-25	CY227742	USA	N	4
A/Michigan/37/2017	2017-02-22	CY227870	USA	N	4
A/Michigan/40/2017	2017-03-17	CY228717	USA	N	4
A/Michigan/42/2017	2017-03-13	CY233370	USA	N	4
A/Michigan/44/2016	2016-02-17	KX415536	USA	N	4
A/Michigan/44/2017	2017-03-22	CY233384	USA	N	4
A/Michigan/45/2017	2017-03-22	CY233432	USA	N	4
A/Michigan/46/2017	2017-03-27	CY233448	USA	N	4
A/Michigan/47/2016	2016-03-07	KX415544	USA	N	4
A/Michigan/47/2017	2017-03-30	CY233400	USA	N	4
A/Michigan/48/2017	2017-04-03	CY233408	USA	N	4
A/Michigan/51/2016	2016-03-15	KY044147	USA	N	4
A/Michigan/51/2017	2017-03-30	CY228933	USA	N	4
A/Michigan/52/2017	2017-04-06	CY232602	USA	N	4
A/Michigan/53/2017	2017-04-16	CY232610	USA	N	4
A/Michigan/54/2017	2017-04-10	CY238593	USA	N	4
A/Michigan/57/2017	2017-04-17	CY234698	USA	N	4
A/Michigan/58/2017	2017-05-01	CY234706	USA	N	4
A/Michigan/59/2016	2016-02-22	KX416160	USA	N	4
A/Michigan/64/2016	2016-03-03	KX416368	USA	N	4
A/Michigan/65/2016	2016-03-04	KX416376	USA	N	4
A/Michigan/66/2016	2016-03-15	KX416760	USA	N	4
A/Michigan/69/2016	2016-03-31	KX917396	USA	N	4
A/Michigan/70/2016	2016-04-04	KX416768	USA	N	4
A/Michigan/78/2016	2016-05-21	KY115958	USA	N	4
A/Michigan/81/2016	2016-07-12	KY003555	USA	N	4
A/Michigan/98/2016	2016-08-21	KX916916	USA	N	4
A/Minnesota/05/2017	2017-01-19	CY216689	USA	N	4
A/Minnesota/07/2017	2017-01-24	CY216697	USA	N	4
A/Minnesota/09/2016	2016-01-20	KX414241	USA	N	4
A/Minnesota/13/2017	2017-02-17	CY222893	USA	N	4
A/Minnesota/16/2017	2017-03-04	CY225254	USA	N	4
A/Minnesota/17/2017	2017-03-05	CY225246	USA	N	4
A/Minnesota/20/2017	2017-03-15	CY227814	USA	N	4
A/Minnesota/23/2017	2017-03-28	CY228901	USA	N	4
A/Minnesota/24/2017	2017-03-28	CY228909	USA	N	4
A/Minnesota/26/2017	2017-04-12	CY232586	USA	N	4
A/Minnesota/28/2016	2016-02-28	KX415576	USA	N	4
A/Minnesota/28/2017	2017-04-24	CY234690	USA	N	4
A/Minnesota/29/2017	2017-04-29	CY234682	USA	N	4
A/Minnesota/31/2017	2017-05-13	CY235816	USA	N	4
A/Minnesota/32/2017	2017-05-12	CY235968	USA	N	4
A/Minnesota/33/2017	2017-05-15	CY235976	USA	N	4
A/Minnesota/38/2017	2017-10-26	CY258332	USA	N	4
A/Minnesota/39/2017	2017-10-31	CY258324	USA	N	4
A/Minnesota/40/2017	2017-11-05	CY260763	USA	N	4
A/Minnesota/42/2017	2017-11-19	CY261583	USA	N	4
A/Minnesota/43/2016	2016-03-28	KX416408	USA	N	4
A/Minnesota/46/2017	2017-12-08	CY264806	USA	N	4
A/Minnesota/59/2016	2016-04-24	KX417000	USA	N	4
A/Minnesota/65/2016	2016-04-15	KX917484	USA	N	4
A/Minnesota/69/2016	2016-04-11	KX917852	USA	N	4
A/Minnesota/71/2016	2016-06-23	KX916468	USA	N	4
A/Minnesota/72/2016	2016-10-02	KY116342	USA	N	4
A/Minnesota/73/2016	2016-10-04	KY116350	USA	N	4
A/Minnesota/74/2016	2016-10-05	KY116646	USA	N	4
A/Minnesota/75/2016	2016-10-10	KY116654	USA	N	4
A/Minnesota/76/2016	2016-10-25	CY213850	USA	N	4
A/Minnesota/78/2016	2016-11-03	CY209360	USA	N	4
A/Minnesota/79/2016	2016-11-12	CY209368	USA	N	4
A/Minnesota/80/2016	2016-11-12	CY211755	USA	N	4
A/Minnesota/85/2016	2016-12-19	CY213130	USA	N	4
A/Mississippi/02/2016	2016-02-04	KX413086	USA	N	4
A/Mississippi/02/2017	2017-01-12	CY215162	USA	N	4
A/Mississippi/03/2017	2017-01-25	CY216777	USA	N	4
A/Mississippi/04/2017	2017-01-27	CY216785	USA	N	4
A/Mississippi/08/2017	2017-02-23	CY222917	USA	N	4
A/Mississippi/10/2017	2017-03-13	CY231099	USA	N	4
A/Mississippi/11/2016	2016-03-05	KX415864	USA	N	4
A/Mississippi/12/2017	2017-03-20	CY228533	USA	N	4
A/Mississippi/13/2017	2017-03-23	CY228541	USA	N	4
A/Mississippi/16/2016	2016-04-18	KX917428	USA	N	4
A/Mississippi/16/2017	2017-04-21	CY234674	USA	N	4
A/Mississippi/17/2016	2016-11-23	CY211716	USA	N	4
A/Mississippi/17/2017	2017-08-23	CY244761	USA	N	4
A/Mississippi/18/2016	2016-11-29	CY211723	USA	N	4
A/Mississippi/19/2016	2016-12-06	CY213266	USA	N	4
A/Mississippi/20/2016	2016-12-13	CY213274	USA	N	4
A/Mississippi/20/2017	2017-09-03	CY245286	USA	N	4
A/Mississippi/30/2017	2017-11-07	CY260074	USA	N	4
A/Mississippi/32/2017	2017-11-10	CY261511	USA	N	4
A/Mississippi/6637/2017	2017-10-24	MH778985	USA	N	4
A/Mississippi/7372/2018	2018-02-15	MK502752	USA	N	4
A/Missouri/01/2017	2017-01-07	CY215026	USA	N	4
A/Missouri/02/2016	2016-01-26	KX412902	USA	N	4
A/Missouri/03/2017	2017-01-05	CY216769	USA	N	4
A/Missouri/06/2017	2017-01-27	CY220767	USA	N	4
A/Missouri/09/2017	2017-02-21	CY222925	USA	N	4
A/Missouri/16/2016	2016-07-09	KX916804	USA	N	4
A/Missouri/19/2016	2016-11-21	CY210631	USA	N	4
A/Missouri/21/2016	2016-12-19	CY213290	USA	N	4
A/Missouri/24/2016	2016-01-18	CY243423	USA	N	4
A/Missouri/28/2017	2017-08-14	CY243758	USA	N	4
A/Missouri/29/2017	2017-09-24	CY250011	USA	N	4
A/Missouri/31/2017	2017-10-19	CY250675	USA	N	4
A/Missouri/32/2017	2017-10-24	CY250683	USA	N	4
A/Missouri/35/2017	2017-11-01	CY260873	USA	N	4
A/Missouri/37/2017	2017-11-08	CY260889	USA	N	4
A/Missouri/37135/2018	2018-03-30	MH701716	USA	N	4
A/Missouri/40/2017	2017-11-15	CY260905	USA	N	4
A/Missouri/43/2017	2017-11-25	CY261607	USA	N	4
A/Missouri/45/2017	2017-11-26	CY264814	USA	N	4
A/Missouri/46/2017	2017-12-06	CY264822	USA	N	4
A/Missouri/NHRC_37141/2018	2018-04-06	MK898400	USA	N	4
A/Montana/01/2017	2017-01-01	CY215066	USA	N	4
A/Montana/05/2017	2017-01-23	CY219194	USA	N	4
A/Montana/06/2017	2017-01-26	CY220647	USA	N	4
A/Montana/07/2017	2017-01-29	CY220639	USA	N	4
A/Montana/09/2016	2016-01-12	KX414297	USA	N	4
A/Montana/10/2017	2017-02-26	CY224126	USA	N	4
A/Montana/12/2017	2017-03-05	CY227918	USA	N	4
A/Montana/14/2016	2016-02-02	KX414737	USA	N	4
A/Montana/16/2017	2017-09-08	CY247070	USA	N	4
A/Montana/19/2017	2017-09-23	CY250091	USA	N	4
A/Montana/20/2017	2017-10-09	CY255997	USA	N	4
A/Montana/22/2017	2017-10-11	CY256013	USA	N	4
A/Montana/23/2017	2017-10-15	CY255989	USA	N	4
A/Montana/24/2017	2017-10-17	CY255981	USA	N	4
A/Montana/25/2016	2016-02-29	KX415368	USA	N	4
A/Montana/27/2017	2017-10-19	CY258436	USA	N	4
A/Montana/30/2017	2017-10-30	CY258444	USA	N	4
A/Montana/32/2017	2017-11-04	CY258460	USA	N	4
A/Montana/36/2017	2017-11-15	CY261551	USA	N	4
A/Montana/38/2017	2017-11-26	CY261575	USA	N	4
A/Montana/39/2017	2017-11-28	CY261567	USA	N	4
A/Montana/40/2017	2017-12-01	CY264862	USA	N	4
A/Montana/41/2017	2017-12-07	CY264870	USA	N	4
A/Montana/42/2017	2017-12-11	CY264878	USA	N	4
A/Montana/46/2016	2016-09-09	KY003479	USA	N	4
A/Montana/52/2016	2016-10-20	KY289473	USA	N	4
A/Montana/53/2016	2016-10-21	KY289332	USA	N	4
A/Montana/58/2016	2016-11-05	CY209384	USA	N	4
A/Montana/62/2016	2016-11-22	CY211810	USA	N	4
A/Montana/64/2016	2016-12-03	CY211818	USA	N	4
A/Montana/67/2016	2016-12-09	CY212938	USA	N	4
A/Montana/68/2016	2016-12-20	CY214194	USA	N	4
A/Montana/69/2016	2016-12-23	CY214202	USA	N	4
A/Montana/70/2016	2016-12-29	CY215058	USA	N	4
A/Montana/72/2016	2016-02-07	CY222965	USA	N	4
A/Moscow/CRIE-07/2016	2016-11-08	KY288892	Russia	N	4
A/Moscow/CRIE-08/2016	2016-11-02	KY288895	Russia	N	4
A/Moscow/CRIE-09/2016	2016-11-02	KY288898	Russia	N	4
A/Moscow/CRIE-10/2016	2016-11-11	KY288900	Russia	N	4
A/Moscow/CRIE-226/2017	2017-01-31	MF736988	Russia	N	4
A/Nebraska/02/2017	2017-01-10	CY216409	USA	N	4
A/Nebraska/03/2017	2017-01-19	CY221902	USA	N	4
A/Nebraska/04/2017	2017-02-02	CY221894	USA	N	4
A/Nebraska/06/2017	2017-02-27	CY223317	USA	N	4
A/Nebraska/07/2017	2017-07-31	CY243463	USA	N	4
A/Nebraska/09/2017	2017-09-07	CY245246	USA	N	4
A/Nebraska/10/2016	2016-02-17	KX415024	USA	N	4
A/Nebraska/10/2017	2017-09-17	CY247062	USA	N	4
A/Nebraska/15/2017	2017-11-19	CY261495	USA	N	4
A/Nebraska/16/2017	2017-11-23	CY261503	USA	N	4
A/Nebraska/17/2017	2017-12-04	CY264766	USA	N	4
A/Nebraska/20/2016	2016-06-27	KX916476	USA	N	4
A/Nebraska/21/2016	2016-08-11	KX916892	USA	N	4
A/Nebraska/23/2016	2016-09-06	KY115926	USA	N	4
A/Nebraska/24/2016	2016-09-19	KY115918	USA	N	4
A/Nebraska/26/2016	2016-12-06	CY212746	USA	N	4
A/Nebraska/27/2016	2016-12-13	CY212754	USA	N	4
A/Nebraska/7032/2018	2018-01-25	MK382020	USA	N	4
A/Nevada/01/2016	2016-01-03	KX412726	USA	N	4
A/Nevada/01/2017	2017-01-01	CY216089	USA	N	4
A/Nevada/03/2016	2016-01-08	KX412822	USA	N	4
A/Nevada/04/2017	2017-01-14	CY219268	USA	N	4
A/Nevada/06/2017	2017-02-06	CY222037	USA	N	4
A/Nevada/07/2017	2017-02-08	CY222045	USA	N	4
A/Nevada/08/2017	2017-03-02	CY228461	USA	N	4
A/Nevada/09/2017	2017-03-06	CY230618	USA	N	4
A/Nevada/11/2017	2017-03-25	CY235552	USA	N	4
A/Nevada/12/2017	2017-04-25	CY235680	USA	N	4
A/Nevada/15/2017	2017-10-06	CY255837	USA	N	4
A/Nevada/18/2017	2017-10-14	CY258220	USA	N	4
A/Nevada/20/2016	2016-03-10	KX416008	USA	N	4
A/Nevada/20/2017	2017-10-16	CY258228	USA	N	4
A/Nevada/22/2016	2016-03-04	KX417054	USA	N	4
A/Nevada/26/2017	2017-11-22	CY261543	USA	N	4
A/Nevada/28/2017	2017-11-14	CY264100	USA	N	4
A/Nevada/29/2017	2017-12-03	CY265029	USA	N	4
A/Nevada/30/2016	2016-04-03	KX416696	USA	N	4
A/Nevada/30/2017	2017-12-07	CY265045	USA	N	4
A/Nevada/31/2017	2017-12-17	CY265037	USA	N	4
A/Nevada/33/2017	2017-12-22	CY265213	USA	N	4
A/Nevada/34/2016	2016-04-20	KX917564	USA	N	4
A/Nevada/37/2016	2016-07-29	KY115966	USA	N	4
A/Nevada/41/2016	2016-10-17	KY289619	USA	N	4
A/Nevada/45/2016	2016-11-03	CY209264	USA	N	4
A/Nevada/51/2016	2016-11-29	CY212602	USA	N	4
A/Nevada/54/2016	2016-12-08	CY212626	USA	N	4
A/Nevada/56/2016	2016-12-08	CY215090	USA	N	4
A/Nevada/57/2016	2016-12-10	CY215098	USA	N	4
A/Nevada/58/2016	2016-12-19	CY215074	USA	N	4
